rank,player_id,name,conservative_rating,rating,rd,sets_played
330,1309314,slaying mantis,1645.1,1766.7,60.8,84
331,1726538,131 | Ashen One,1645.0,1773.7,64.3,75
332,1288104,SBU | vanchy,1644.7,1751.4,53.4,141
333,1306487,Nik S,1644.5,1783.4,69.4,51
334,1130355,T-T | BigFish,1643.8,1930.1,143.1,8
335,1770562,MOB | Loftz,1643.6,1736.0,46.2,1161
336,4501421,MOB | Sir Moves,1642.6,1945.0,151.2,7
337,571119,MSU | OmniElement,1642.3,1759.5,58.6,73
338,274501,FC Bloom | KOM,1642.2,1877.9,117.8,14
339,448583,Otaku,1641.6,1809.3,83.9,31
340,4907338,Jiggytillwedrop,1641.2,1762.4,60.6,84
341,2410827,she/her | sickle,1641.0,1771.6,65.3,74
342,1287834,Salvo,1641.0,2097.3,228.2,3
343,594478,CU | Skink?,1640.4,1763.4,61.5,89
344,1835094,Night,1640.2,1750.0,54.9,99
345,2297071,LS FS | Platinum V,1640.1,2094.7,227.3,6
346,3362490,RW | Swirls,1638.7,1759.9,60.6,82
347,1284430,Exia,1638.2,1960.1,160.9,6
348,3409938,alex | oliomar player89(OLIMAR),1636.2,1807.3,85.5,30
349,4398761,Darby,1635.3,1772.7,68.7,79
350,267460,Ranger,1634.9,1951.0,158.1,8
351,3529377,Bloom/EMWesp | feminine,1631.9,1753.1,60.6,73
352,155979,TTD | PolarChan,1631.6,1745.8,57.1,98
353,327906,GUMP2 | Key,1630.1,1930.8,150.4,7
354,70916,Chag,1629.5,1956.4,163.5,6
355,2735086,TikTok shop | Dr but terkel,1628.6,1768.2,69.8,40
356,1788561,~NEOS~,1628.3,1760.9,66.3,75
357,252976,red berpo,1627.4,1866.0,119.3,18
358,304973,OG | Zaphros,1626.9,1733.6,53.3,180
359,2564912,VC | Friegg,1626.7,1814.1,93.7,38
360,342066,Joe-J,1626.3,1795.0,84.4,58
361,156498,Machu,1626.1,2164.1,269.0,3
362,2070314,TheBlockMan,1624.7,1946.6,160.9,7
363,2194631,yeehaw,1624.3,1749.7,62.7,70
364,1022822,GRNT | Mr.L,1624.3,1803.0,89.4,65
365,1863576,MBS | GrlyTeenQueen,1623.6,1775.0,75.7,49
366,4313177,Cookies,1623.4,1740.8,58.7,97
367,2902631,NP | UniTy,1623.0,1764.8,70.9,109
368,2857352,ANTSAM | ScuffedHits,1621.9,1737.6,57.8,78
369,5099878,Enigma,1621.3,1743.6,61.1,79
370,1990442,EDLN | JWU | Tetrahedryn,1620.9,1750.1,64.6,59
371,1928105,JPN | KurtSwitch,1618.9,1784.1,82.6,80
372,536978,? | Ditto,1618.7,1983.8,182.5,7
373,1035429,Ethan,1618.7,1965.4,173.4,6
374,285302,TammEsports | Oats,1618.6,1924.6,153.0,13
375,1662508,husk,1618.2,1732.9,57.4,77
376,1475247,Playmaker,1617.5,1798.9,90.7,76
377,71570,TR | SlingShot,1616.5,1786.6,85.0,83
378,1729757,Invincible | Poisonboi,1616.1,1733.0,58.4,93
379,2687729,ODA LVL | turkeyboy2012,1613.5,1740.9,63.7,58
380,2426029,F5 | Lipden,1612.3,1839.5,113.6,23
381,1249706,Mr.Fluffy,1611.4,1760.2,74.4,69
382,3911172,HoP | CRIT,1611.1,1990.2,189.6,8
383,1141005,Light's friend | Clive,1610.0,1733.2,61.6,124
384,3015864,Otaku,1609.5,1949.6,170.0,6
